Original Lines,OPINIONLEXICON,SENTISTRENGTH,SOCAL,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER,UMIGON
' https://tco/ykjtjnii1r';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
' https://tco/undjftxpzk';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
' https://tco/c29kvrcv8k';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"'  brasil, o pa�_s onde tudo ̩ tratado como doen̤a mental, menos as doen̤as mentais https://tco/mjvtnldrse';;",Neutral,Neutral,Neutral,Neutral,Negative,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @jfmargarida: pesquisa cnt confirma:  lidera em todos os cen��rios  https://tco/aec5mshlnp';;,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @jfmargarida: pesquisa cnt confirma:  lidera em todos os cen��rios  https://tco/aec5mshlnp';;,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@lulapelobrasil voc̻ ̩ a esperan̤a do povo ';;,Neutral,Positive,Neutral,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Positive,Positive,Neutral,Positive
"'rt @beta22: corre, moro, que a casa t�� caindo  https://tco/h6ogglbvxh';;",Negative,Neutral,Neutral,Positive,Negative,Positive,Positive,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @ptrenatosimoes: #brasilqueopovoquer com  @gleisi @marciopochmann e tereza campello https://tco/ycmsrrvosk';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@lindberghfarias #brasilqueopovoquer  s�_ com ';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: o que moro tem feito em 3 anos da lava jato nada mais ̩ do que colocar em pr��tica li̵̤es de maquiavel ��_ ';;,Negative,Negative,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: o que moro tem feito em 3 anos da lava jato nada mais ̩ do que colocar em pr��tica li̵̤es de maquiavel ��_ ';;,Negative,Negative,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: #aovivo @deputadofederal paulo pimenta o brasil que o povo quer #rt   o partido dos https:/��_';;,Positive,Neutral,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@ptbrasil @lulapelobrasil ';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@wadih_damous ';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@lulapelobrasil ';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@esuplicy @leonardoboff acredito que grande parte do povo brasileiro tamb̩m ';;,Positive,Positive,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive,Positive
'rt @carmenprs:  https://tco/zcacv7fa2r';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@wadih_damous ';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@uolpolitica @uol #brasilqueopovoquer  s�_ com ';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @portalvermelho';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'homossexualidade ṇo ̩ doen̤a segundo a oms; entenda   #dr dilma resistente https://tco/cryjd4lyjc';,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@pirulla25 com certeza ta tudo j�� esquematizado �_�';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @mariabeatrizxa3: @lulapelobrasil voc̻ ̩ a esperan̤a do povo ';;,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Positive
'rt @mariabeatrizxa3: @lulapelobrasil voc̻ ̩ a esperan̤a do povo ';;,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Positive
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"'rt @j_livres: lula ��� ali��s o sr se baseia muito no globo, dr moro na minha condena̤̣o o sr cita o jornal globo 15 vezes  ';;",Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
' https://tco/bvylymof9q';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"'rt @dilmaresiste:   a subprocuradora-geral da rep̼blica, aurea lustosa pierre, emitiu parecer favor��vel �� https��_';;",Neutral,Neutral,Positive,Positive,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Negative,Neutral,Neutral
'rt @guimarques1985: @gleisi #brasil #pol�_tica #lavajato  o povo de curitiba t�� trabalhando quem foi ouvir lula foi a milit̢ncia';;,Neutral,Neutral,Neutral,Positive,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @enquette_: qual o seu lado  #tocommoro ';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
' https://tco/xc3slr017i';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@lulapelobrasil pois ̩ mais eles ṇo  ḍo nem chaces das explica̵̤es �_� ';;,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'wadih damous: generais tramam golpe nas barbas de um presidente desmoralizado   https://tco/b7dsdhqppo';;,Negative,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@andrizek sempre boa tarde �_�';;,Positive,Positive,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Positive
'@mary_mayah @lulapelobrasil somos todos ̩ muita gente';;,Neutral,Neutral,Neutral,Positive,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Negative,Neutral,Neutral
'rt @dimoniquinha: lula lidera a corrida p/ 2018 em todos os cen��rios;   e o golpe abre mais um processo contra lula http��_';,Positive,Negative,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative
'@exame e moro ̩ aas propinas das dela̵̤es quando o brasil ser�� ressarcido da farsa #quintadetremurasdv  https://tco/oilovqztox';;,Negative,Neutral,Negative,Neutral,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @josecarluzz: @turquim5  a casa t�� caindo moro';;,Negative,Neutral,Neutral,Positive,Positive,Positive,Neutral,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
' https://tco/5esy5fmp5k';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'rt @carmenprs:  https://tco/5esy5fmp5k';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'tucanos pedem para ṇo relatar temer para evitar ���constrangimento�۝   https://tco/sefh30cosx';;,Negative,Negative,Neutral,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @carmenprs:  https://tco/5esy5fmp5k';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: tucanos pedem para ṇo relatar temer para evitar ���constrangimento�۝   https://tco/sefh30cosx';;,Negative,Negative,Neutral,Negative,Negative,Positive,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @garotadedireita:  https://tco/mez8xbkp6f';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'transferi meu titulo tudo certo pra 2018 ';;,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
' #lulainocente lula alerta procuradores: ���esṭo mexendo com quem ṇo roubou�۝ | brasil 24/7 https://tco/cklrszxv6g via @brasil247';;,Neutral,Negative,Negative,Positive,Negative,Positive,Positive,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@florisrs @lciacorrea  o melhor presidente que este pa�_s j�� teve';;,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Neutral,Positive,Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'a festa ṇo para ̩  sempre https://tco/wgvn0lj22f';;,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: mpf pede suspei̤̣o de moro para julgar lula e apresenta 9 raz̵es   https://tco/h7iv0rd7mu via @��_';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'                          #lulainocente  https://tco/hzzbpu2tto';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: wadih damous: generais tramam golpe nas barbas de um presidente desmoralizado   https://tco/b7d��_';;,Negative,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
"'rt @dilmaresiste: tacla duran, que detonou a lava jato, sofre amea̤a https://tco/5pe3qlnutg   https://tco/jp9rl5��_';;",Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"'rt @dilmaresiste: tacla duran, que detonou a lava jato, sofre amea̤a   ���duran mostra extratos da odebrecht http��_';;",Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'rt @dilmaresiste: segundo @aecioneves o ̼nico patrim̫nio q acumulou em +de 30a foi sua honra e dignidade ��_ ';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral
'vilson bolivar toson di��rio j�� saiu https://tco/62xbuv8jmg gra̤as a @luisnassif  #it��lia';;,Neutral,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Positive,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Positive
'���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https://tco/cgnvddgk86';;,Negative,Negative,Negative,Neutral,Positive,Positive,Neutral,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"'rt @beta22: corre, moro, que a casa t�� caindo  https://tco/h6ogglbvxh';;",Negative,Neutral,Neutral,Positive,Negative,Positive,Positive,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"'rt @dilmaresiste: tacla duran, que detonou a lava jato, sofre amea̤a https://tco/5pe3qlnutg   https://tco/jp9rl5��_';;",Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'  procuradora pede suspei̤̣o de moro no caso lula e condena̤̣o pode ser anulada #dr https://tco/mmp42ewadx';;,Negative,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: ���lava jato�۪ na pm de sp: coronel detalha desvio milion��rio e envolve outros 18 coron̩is   https:��_';;,Negative,Negative,Negative,Neutral,Negative,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
