idUser,description,lang,location,profileImageUrl,friendCount,statusesCount,favouritesCount,followersCount
488374657,"Com a corrupção morre o corpo,com a impiedade morre alma.",pt,"Rio de Janeiro, Brasil",http://pbs.twimg.com/profile_images/903675648618717190/ZY3aOThL_normal.jpg,3708.0,195466.0,205528.0,9686.0
2603672078,,pt,,http://pbs.twimg.com/profile_images/720943079969189888/5MHVMic-_normal.jpg,7788.0,152282.0,143948.0,8522.0
724308761247113218,Engenheiro Civil,pt,"Nova Iguaçu, Rio de Janeiro",http://pbs.twimg.com/profile_images/801852487644938240/898Mr8oz_normal.jpg,58.0,239.0,3111.0,18.0
773191858910560256,Palestrino 🇳🇬,pt,"Registro, Brasil",http://pbs.twimg.com/profile_images/833039714651406336/HmiegSdo_normal.jpg,125.0,286.0,719.0,18.0
50967484,Bloguista.,pt,"Brasil, de Bananas e Bundas ",http://pbs.twimg.com/profile_images/740938554424098818/Xq3qnBT0_normal.jpg,1944.0,207772.0,38452.0,2275.0
55366483,"Deputado estadual (PT-SP) por 3 mandatos e Secretário de Serviços de São Paulo na gestão Haddad, é Mestre em Sociologia Política",pt,"São Paulo, Brasil",http://pbs.twimg.com/profile_images/792910074196951040/GmZOwY6g_normal.jpg,2328.0,13063.0,846.0,8464.0
801517887735398402,"Poeta.
Sü akar, deli bakar.
(l'eau coule, le fou la regarde)
Contra os mistérios que não desafiam a claridade. RT não é endosso.",pt,,http://pbs.twimg.com/profile_images/856330981623697413/-EpLHkH-_normal.jpg,475.0,9742.0,11927.0,129.0
421231612,,en,,http://pbs.twimg.com/profile_images/742281152703135744/m6B7zzgl_normal.jpg,142.0,5025.0,3424.0,70.0
2883343887,"Apaixonado por Política e Economia.
TOTALMENTE contra a Corrupção.
Petistas Não me Sigam.",pt,"São Paulo, Brazil",http://pbs.twimg.com/profile_images/646484262259159045/9fR-XytQ_normal.jpg,3143.0,18822.0,12906.0,5143.0
14092664,🕉,pt,"São Paulo, Brasil",http://pbs.twimg.com/profile_images/893455088295047168/FYeGYiwu_normal.jpg,1592.0,49774.0,7864.0,1314.0
4550317786,"Twitter integrado à fanpage. Luto pela democracia. Não concorda? Ignore. Meu tempo é curto, não respondo insultos, mas pode levar block. DM liberada",pt,,http://pbs.twimg.com/profile_images/862167972735066112/phKJrrgS_normal.jpg,1234.0,36179.0,1431.0,9833.0
3422717189,"rua Olavo Bilac,372 (11)4489-6694",pt,"Francisco Morato, São Paulo",http://pbs.twimg.com/profile_images/632269987818926080/wYfPf8B6_normal.jpg,509.0,3425.0,589.0,211.0
55627758,"Simples, divertida, rockeira e temente a Deus. Cheia de opinião. Admiradora de pessoas inteligentes e formadores de opinião",pt,"Santa Catarina, Brasil",http://pbs.twimg.com/profile_images/872934869055270913/prf2EP06_normal.jpg,191.0,2026.0,4303.0,446.0
55583259,,en,Brasilia,http://pbs.twimg.com/profile_images/1141654508/image_normal.jpg,802.0,2327.0,594.0,159.0
325109785,"""Não existe democracia onde impera a impunidade, a corrupção, a injustiça, a mentira e a hipocrisia.""",pt, Brasil,http://pbs.twimg.com/profile_images/828993278947233792/Ms-J--ym_normal.jpg,741.0,66802.0,167083.0,3347.0
1482974059,"System Analyst,  programmer, geek and interested in politics.",en,Brasil,http://pbs.twimg.com/profile_images/615345021068386305/URQ6o6RY_normal.jpg,136.0,688.0,389.0,15.0
39653929,,pt,"Santo André, Brasil",http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,622.0,2903.0,10735.0,83.0
49444111,,pt,,http://pbs.twimg.com/profile_images/642053054091685889/YEbZwDdj_normal.jpg,1205.0,88621.0,50059.0,332.0
1210951297,,pt,,http://pbs.twimg.com/profile_images/807734868377485312/B5Hl8EBi_normal.jpg,2814.0,143895.0,245544.0,3183.0
2420354592,"Sou uma pessoa de gostos simples. Muito preocupada com o futuro do país, mas ,ainda com uma gota de esperança se esvaindo.",pt,,http://pbs.twimg.com/profile_images/901912387049152513/E5-gqhNV_normal.jpg,233.0,4105.0,22610.0,181.0
298207476,,pt,,http://pbs.twimg.com/profile_images/866017928986144770/2zWXt6WU_normal.jpg,338.0,31200.0,47821.0,312.0
832351811386355712,,pt,,http://pbs.twimg.com/profile_images/836010070307663873/x9oMPV8g_normal.jpg,56.0,45.0,495.0,17.0
51820275,"Formado em Ciência da Computação, Especialista em Engenharia de Software pela PUC/PR, MBA em Gestão Empresarial pela FGV, CPIM pela APICS-USA",pt,,http://pbs.twimg.com/profile_images/559143083821236224/PTsDoreV_normal.jpeg,78.0,4335.0,772.0,88.0
85388744,Advogado,pt,"São Paulo, Brasil",http://pbs.twimg.com/profile_images/1056991454/HPIM0260_normal.JPG,358.0,2590.0,9461.0,102.0
737117264760217600,"Não faço média, eu gosto ou não gosto. Não adianta sorrisos perfeitos se os olhares são falsos...",pt,,http://pbs.twimg.com/profile_images/845346599823949824/6f1pvhCj_normal.jpg,2810.0,12599.0,18108.0,2555.0
867081199256313856,"Cristã✝️, Mãe👨‍👩‍👧Esposa, Patriota🇧🇷, Direita ➡️",pt,"Pinheiral, Brasil",http://pbs.twimg.com/profile_images/867095339328819207/6IVmzLnk_normal.jpg,272.0,111.0,700.0,24.0
261448567,,pt,Rio de Janeiro,http://pbs.twimg.com/profile_images/1268340924/mmmmm_normal.jpg,308.0,11934.0,135.0,316.0
1006388850,Seja mais forte do que a sua melhor desculpa ...,pt,"Siriji, Pernambuco, Brasil",http://pbs.twimg.com/profile_images/378800000181182236/a852caf892c23b2243a192bc1c3334ba_normal.jpeg,635.0,34569.0,17634.0,209.0
3021556996,"Historiador, escritor e comentarista Jovem Pan,TV Cultura,O Globo e Istoé.  Último livro:Collor Presidente.TrintaMeses... Ed. Record",pt,São Paulo - Brasil,http://pbs.twimg.com/profile_images/708272784095502336/ES14v7DF_normal.jpg,50.0,6494.0,1058.0,290256.0
39999897,,pt,Campinas,http://pbs.twimg.com/profile_images/664772088461414400/ek5-hBTj_normal.jpg,102.0,15072.0,12499.0,156.0
67506729,"Conservadora, a favor da Família, Católica, Anticomunista, FemiNINA, porém jamais femiNISTA. Uma jovem com capital limitado! Sempre Brasil🇧🇷",pt,Brasil,http://pbs.twimg.com/profile_images/902930344860626944/qO60pTQu_normal.jpg,306.0,25099.0,20886.0,867.0
23713707,,pt,São Paulo / Brazil,http://pbs.twimg.com/profile_images/801139381729955840/Pshm6Ze0_normal.jpg,101.0,490.0,294.0,40.0
230411350,,pt,Ceara Brasil,http://pbs.twimg.com/profile_images/378800000867788329/ApLMTPUk_normal.jpeg,137.0,3981.0,3497.0,20.0
889146620637589509,Engenheiro da Petrobras concursado. Revoltado com todos os politicos e partidos corruptos que roubaram e quebraram a maior empresa Brasileira.,pt,"Rio de Janeiro, Brasil",http://pbs.twimg.com/profile_images/889148997012774912/_Cg_swPP_normal.jpg,1814.0,5019.0,3887.0,147.0
1615591356,,pt,,http://pbs.twimg.com/profile_images/905487629134782466/IqQw3qMc_normal.jpg,103.0,780.0,299.0,11.0
64496104,,pt,Brasil,http://pbs.twimg.com/profile_images/744995649612091392/2u_0wxmZ_normal.jpg,13.0,425.0,814.0,8.0
869985228294639625,,pt,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,51.0,89.0,0.0,0.0
881490658502090752,Amo minha família 👨‍👩‍👧❤️,pt,"Arapoti, Brasil",http://pbs.twimg.com/profile_images/881495550151065600/OWv63PNU_normal.jpg,88.0,23.0,105.0,2.0
390484694,,pt,,http://pbs.twimg.com/profile_images/1588750136/image_normal.jpg,513.0,2792.0,23.0,128.0
803774709552873472,"27 anos , Estudante de Pedagogia Empresarial, Lider de Célula da igreja Sara nossa Terra e Apaixonado Por Deus.....

                     snapchat : Wesleysntvj",pt,"Varjão, Brasil",http://pbs.twimg.com/profile_images/846342433482952705/6DVZJuux_normal.jpg,96.0,445.0,106.0,14.0
890162395510968320,"Olá, me preparando a mudança para a Reserva.👮",pt,"Ceres, Brasil",http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,58.0,63.0,0.0,1.0
889896162152546304,"Cristão, Brasileiro, pai e conservador(entre aspas, que não podem mais ser incluídas na bio)",pt,,http://pbs.twimg.com/profile_images/905627757819912192/z5S8rzbE_normal.jpg,316.0,1163.0,31.0,51.0
48150648,,pt,Santos-SP,http://pbs.twimg.com/profile_images/786289362879311872/UKf2IIqO_normal.jpg,2530.0,44472.0,25548.0,2527.0
3356000507,Um apaixonado (Loko) pelo Timão!,pt,,http://pbs.twimg.com/profile_images/749956579911434240/xq7Rfif7_normal.jpg,2671.0,12186.0,3662.0,2887.0
74826636,,en,,http://pbs.twimg.com/profile_images/880025401174753281/pKU9zxmx_normal.jpg,123.0,608.0,471.0,9.0
1605437886,"Sou a favor de tudo que a esquerda for contra e contra, tudo, o que a esquerda for a favor.",pt,BRASIL,http://pbs.twimg.com/profile_images/642029099561689092/Ue7fMw3K_normal.jpg,1944.0,19029.0,11839.0,1349.0
2275619369,"Se até minha risada eh exagerada, imagina o meu amor ❤️",pt,"Rio de Janeiro, Brasil",http://pbs.twimg.com/profile_images/770829583981617153/lBWdfxPg_normal.jpg,1609.0,40881.0,47101.0,1391.0
2610751712,"sou esportista , torcedor do Palmeiras.",pt,são jose dos campos,http://pbs.twimg.com/profile_images/816036505202335744/NK-__abF_normal.jpg,488.0,69702.0,963.0,317.0
704255052,"Penso, logo insisto.",pt,,http://pbs.twimg.com/profile_images/496029130979164160/ay8ys0tf_normal.jpeg,287.0,109345.0,39868.0,611.0
901989122876825600,"Sou um homem de fé, mas também sou um homem de fatos, por isso tenho dúvidas.",pt,Grand Line ,http://pbs.twimg.com/profile_images/901993974474448896/uiHTsXxI_normal.jpg,48.0,473.0,1873.0,14.0
755847260165070848,Pedestre,en,Bairro Nova York,http://pbs.twimg.com/profile_images/902228188885131265/T_IdXzU6_normal.jpg,195.0,12871.0,160.0,203.0
1424714929,,pt,,http://pbs.twimg.com/profile_images/885645044492845056/OAr8s8vq_normal.jpg,233.0,149358.0,193922.0,910.0
3366832907,,pt,,http://pbs.twimg.com/profile_images/676494325115658240/P13H1dxx_normal.jpg,45.0,4495.0,6467.0,27.0
1526013270,Liberdade,pt,Rio,http://pbs.twimg.com/profile_images/804306790741581825/1GGtnRR1_normal.jpg,4979.0,142665.0,154211.0,3810.0
238216541,,en,brazil,http://pbs.twimg.com/profile_images/1215596639/SAM_0860_normal.JPG,243.0,2663.0,13.0,43.0
254294368,Linguist and teacher. Retweets do not imply endorsement.,en,"Juiz de Fora, Brasil",http://pbs.twimg.com/profile_images/885463656615612416/YB_RQAUS_normal.jpg,82.0,993.0,6326.0,48.0
907723652505972736,Sinceridade  é tudo é mais um pouco.,pt,"Ouro Verde de Minas, Brasil",http://pbs.twimg.com/profile_images/907756715940212737/FMWj_Fr3_normal.jpg,123.0,220.0,309.0,13.0
1008641407,"I`m politically Independent/Security Work.
São Paulo - Brazil.",pt,I'm From Brazil,http://pbs.twimg.com/profile_images/425683898610487297/7F41GnSq_normal.jpeg,1697.0,165910.0,16315.0,1613.0
1368422586,Just play the game,pt,Brazil SP,http://pbs.twimg.com/profile_images/713331883891933184/Cragre3W_normal.jpg,573.0,12007.0,7875.0,359.0
888078758145646592,,pt,"São José dos Campos, Brasil",http://pbs.twimg.com/profile_images/888082229536190466/DjWtWGpq_normal.jpg,67.0,13.0,14.0,1.0
3023464181,"Depois da tempestade vem a calmaria,Cada agonia no seu Dia.",pt,Neverland,http://pbs.twimg.com/profile_images/816784269418893313/yuNgK3C-_normal.jpg,148.0,5753.0,2412.0,171.0
548585108,,pt,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,709.0,402.0,2802.0,37.0
793876756042309632,Nessa fazenda chamada Brasil eu sou o cão que late pra qualquer porco que queira sair do chiqueiro.,pt,Rio de Janeiro - Brasil,http://pbs.twimg.com/profile_images/892372688995581956/9nHRdKv4_normal.jpg,92.0,969.0,4488.0,46.0
749014172948627456,,pt,,http://pbs.twimg.com/profile_images/871544651152490497/rATTYbTz_normal.jpg,67.0,29886.0,41377.0,187.0
16876863,Super omnia caritas.,pt,"Rome, Lazio",http://pbs.twimg.com/profile_images/777357049730596864/dakiwy1l_normal.jpg,1899.0,58455.0,34560.0,598.0
305289316,"Bacharel em Teologia, Administrador d Empresas, Professor de Língua Espanhola. Sou  amante do esporte, livros, pesquisa, e acima de tudo APAIXONADO PELO ABC FC.",pt,São Gonçalo do Amarante/RN,http://pbs.twimg.com/profile_images/430527087154176000/RfgCDJTG_normal.jpeg,1024.0,9834.0,8072.0,433.0
2724981125,#LulaNaCadeia,pt,,http://pbs.twimg.com/profile_images/909978256929165313/ltsGANew_normal.jpg,8575.0,159539.0,38483.0,7837.0
77108286,meu amigo imaginário lê livro de autoajuda...,en,,http://pbs.twimg.com/profile_images/883318366995443714/vensbVwT_normal.jpg,816.0,3973.0,9194.0,101.0
67732284,O politicamente correto é uma ditadura velada. #conservative #monarchist #christian,en,South Region Brazil,http://pbs.twimg.com/profile_images/909541322633175041/Z2Xg2zHO_normal.jpg,1344.0,46430.0,40177.0,1390.0
2961013504,"Católico indignado com a corrupção e os desvios de conduta em nossa sociedade. Pela moral e bons costumes, por um Brasil melhor. Sem PT e demais esquerdopatas.",pt,"Vitória, Espírito Santo",http://pbs.twimg.com/profile_images/731185310822989825/gENkxlbA_normal.jpg,728.0,28548.0,17172.0,539.0
746376467936911360,,pt,,http://pbs.twimg.com/profile_images/905789541155561474/HYGLNWTd_normal.jpg,42.0,1154.0,3421.0,26.0
139860744,"PTfóbica.Contra os parasitas da esquerda, que adoram um dinheiro grátis e se encostar no Estado máximo, sustentado pelos trabalhadores que pagam seus impostos.",en,,http://pbs.twimg.com/profile_images/845739836308963329/wG8FH0w4_normal.jpg,3436.0,48323.0,68805.0,4313.0
828264471420346372,"Piloto de aviões, manobrador de navios, engenheiro de tudo, doutor na porra toda! Justiça para todos! O Brasil acima de tudo! Meu partido é o Brasil! 🇧🇷🇧🇷🇧🇷",pt,"Mata de São João, Brasil",http://pbs.twimg.com/profile_images/828266049002946560/cEbJfcsH_normal.jpg,4441.0,2584.0,1066.0,1727.0
399399930,"Seguidora de Jesus Cristo, uma pessoa com sede e fome de justiça!",pt,Brasil,http://pbs.twimg.com/profile_images/719925779950346240/6SnCygbd_normal.jpg,580.0,32658.0,17208.0,567.0
819246389116936192,You're watching Fake News. All of the time!,pt,"São Paulo, Brasil",http://pbs.twimg.com/profile_images/819247995443093505/uTxfZUcJ_normal.jpg,442.0,5809.0,14402.0,547.0
727947074487103489,,en,"Copacabana, Rio de Janeiro",http://pbs.twimg.com/profile_images/847275000214179840/96krEZix_normal.jpg,126.0,2083.0,6619.0,73.0
2931287920,,pt,,http://pbs.twimg.com/profile_images/545751301175644161/CTX-4pvE_normal.jpeg,69.0,7636.0,7024.0,36.0
2796703910,,pt,,http://pbs.twimg.com/profile_images/654079672184082432/9jR-k6Ku_normal.jpg,108.0,67314.0,712.0,390.0
845575454446817280,"Por mais terras que eu percorra, Não permita Deus que eu morra Sem que volte para lá;",pt,"São José dos Campos, Brasil",http://pbs.twimg.com/profile_images/882917926264811520/Ryt97ic2_normal.jpg,339.0,15723.0,17707.0,204.0
80166383,Sincero e verdadeiro,pt,pontal sp,http://pbs.twimg.com/profile_images/772569338360586241/jmmcP24u_normal.jpg,445.0,1620.0,54.0,187.0
787708828322304000,Uma pessoa que acredita que podemos melhorar sempre!,pt,"Rio de Janeiro, Brasil",http://pbs.twimg.com/profile_images/881641653945151489/GhRgn316_normal.jpg,463.0,4273.0,16953.0,159.0
2526165335,com raciocínio e indiretas..piloto agrícola.,pt,Brasil  R S,http://pbs.twimg.com/profile_images/908749125335822336/RsE4V9HG_normal.jpg,528.0,1524.0,5388.0,224.0
73110159,"https://www.facebook.com/queremosteresperancadenovo
/http://graca-leal.blogspot.com/ #     https://www.facebook.com/queremosteresperancadenovo/",pt,RJ - Brasil,http://pbs.twimg.com/profile_images/880103919816515584/XdNogK9s_normal.jpg,271.0,3774.0,13.0,111.0
62517611,"Apenas adotando polÍticas de direita se consegue obter mais desenvolvimento, mais emprego e menos desigualdade social.",pt,Brasil,http://pbs.twimg.com/profile_images/684057037366521856/icR6ySW__normal.png,2293.0,102409.0,20261.0,20208.0
48411601,"No meu caminho tinha uma pedra, tropecei feio; fiquei TETRAPLÉGICO. Tenho pernas, más não ando. Corro com a mente, em frente e sem descanso.",pt,Porto Velho - RO,http://pbs.twimg.com/profile_images/666418642700140544/246nc-Xt_normal.jpg,2720.0,32897.0,25133.0,1352.0
18347836,"O Blog do Rock » Informação e vídeos curiosos e legais, mas que pouca gente sabe ou conhecia…",pt,Rio de Janeiro,http://pbs.twimg.com/profile_images/722207652177162240/YULMmsRC_normal.jpg,113.0,41176.0,2623.0,989.0
588694011,"A distinção entre passado, presente e futuro é apenas uma ilusão teimosamente persistente!",pt,S.P.  Brasil,http://pbs.twimg.com/profile_images/784161555088834560/ztW604mO_normal.jpg,369.0,101936.0,121134.0,1124.0
103948385,Me segue e eu sigo de volta e #Rtts,pt,Cuiabá,http://pbs.twimg.com/profile_images/730510337867395073/sNWgZnL__normal.jpg,690.0,461.0,50.0,439.0
419914918,Tricolor de Coração,pt,"Rio de Janeiro, Brasil",http://pbs.twimg.com/profile_images/730438588635164673/c2ASARVV_normal.jpg,906.0,7598.0,1044.0,746.0
910189483299151874,“told you so” will be written on my tombstone.  Arts Books Entertainment Food Museums Music Pop Pop Culture Television and a dash of Politics.,en,"England, United Kingdom",http://pbs.twimg.com/profile_images/910191712647176193/V60ASPUq_normal.jpg,14.0,6.0,8.0,1.0
198855876,loco por ti corinthians,en,Araras_SP,http://pbs.twimg.com/profile_images/851812398126256128/har7f14f_normal.jpg,66.0,253.0,1913.0,36.0
538214938,"@CLUBEFOLLOWBACK ""O verdadeiro crescimento do caráter ocorre a partir de ação correta.nos trazendo um contentamento interior""☘️",pt,"Recife, Brasil",http://pbs.twimg.com/profile_images/903850478030770176/091R9_0g_normal.jpg,7112.0,115499.0,61297.0,9607.0
3203550203,,pt,,http://pbs.twimg.com/profile_images/842423004479004673/T4kiQK14_normal.jpg,92.0,5650.0,3031.0,45.0
372032522,,pt,"São Paulo, Brasil",http://pbs.twimg.com/profile_images/741441502384164865/4fReiLFt_normal.jpg,558.0,946.0,701.0,54.0
3235993337,Avanti Palestra,pt,"Osasco, Brasil",http://pbs.twimg.com/profile_images/789132125417115648/rIIH8Y33_normal.jpg,153.0,1007.0,1551.0,50.0
379221147,,pt,Jundiai,http://pbs.twimg.com/profile_images/836884951442284544/7ch0Duzl_normal.jpg,1527.0,6917.0,310.0,545.0
1151388890,"Fã de Angelis Borges, Manoella Stoltz e Denise Rocha    Petista   Vascaíno   Nascido e criado em Niterói",pt,,http://pbs.twimg.com/profile_images/703224007496040448/BzuwUFVP_normal.jpg,1338.0,508814.0,52104.0,2866.0
4290706468,"Brasileiro !! que acredita neste país e no brasileiro do bem..vamos lutar por um Brasil melhor para todos e viver em paz,ordem e progresso.Lula2018",en,São Paulo - Brasil,http://pbs.twimg.com/profile_images/687746986888531971/RlweqeZ__normal.jpg,2979.0,14378.0,13446.0,1262.0
3130448213,,pt,Brasil,http://pbs.twimg.com/profile_images/820324208219668480/hH-jofVh_normal.jpg,124.0,533.0,1158.0,22.0
195115271,noix que voa!,pt,Linhares ES,http://pbs.twimg.com/profile_images/841251349220212736/qQ9BAYOE_normal.jpg,399.0,9160.0,35394.0,100.0
776476600678412288,Love Dogs,pt,,http://pbs.twimg.com/profile_images/800773466756616192/vkmCoRD0_normal.jpg,92.0,3583.0,6191.0,87.0
2775432571,"Hey, don't knock masturbation! It's sex with someone I love!",pt,,http://pbs.twimg.com/profile_images/871487885484195840/-zANacKy_normal.jpg,302.0,3263.0,6.0,51.0
2885383524,#EuQuero10Medidas,pt,Petropolis/ RJ,http://pbs.twimg.com/profile_images/867588703656574976/gdSB8i-a_normal.jpg,51.0,6955.0,3017.0,46.0
68480111,Máquina barulhenta da DIREITA 🔊 ESQUERDOSOS o choro é livre 😢,pt,Estados Unidos,http://pbs.twimg.com/profile_images/904753550017925120/I6jUCSNy_normal.jpg,711.0,22725.0,26747.0,702.0
753313621942337537,"O que a mente amou a memória não esquece. Sou antiPT, com nojo e raiva.",pt,Uberlândia. Minas Gerais. Bras,http://pbs.twimg.com/profile_images/759885232635908097/caxgGnBu_normal.jpg,770.0,6613.0,13137.0,609.0
725820470268968960,,pt,,http://pbs.twimg.com/profile_images/847477811094802432/c09VF9SK_normal.jpg,479.0,4702.0,5717.0,205.0
126322751,,pt,,http://pbs.twimg.com/profile_images/907601114668965889/tSj6PwyH_normal.jpg,147.0,907.0,2383.0,152.0
62529283,"Casado,Católico,Flamenguista, Capixaba morador de Cariacica-Sede! Vamos Flamengo!!😁😁",pt,"Cariacica-Sede , Brasil",http://pbs.twimg.com/profile_images/888802635117195265/DtogGSqF_normal.jpg,2571.0,18628.0,12311.0,1644.0
59229498,"Bacharel em Jornalismo e Publicidade,pela UNICEUB; Mestrado em Economia e Política para Países de Terceiro Mundo, pelo IEDES INSTITUT D’ETUDE,PANTHÉON SORBONNE",pt,Brasília / DF,http://pbs.twimg.com/profile_images/644973174308909056/1Tj6jKCz_normal.jpg,28790.0,117138.0,55755.0,26166.0
366988661,Na luta por um Brasil melhor e pela Democracia. #ForaTemer,pt,,http://pbs.twimg.com/profile_images/871488271070765057/pdQtSx3w_normal.jpg,1185.0,62153.0,70388.0,925.0
41609235,"king
#AlvaroDiasPresidente 2018
dia sim dia não eu vou sobrevivendo sem um arranhão",pt,"São Paulo, Brasil",http://pbs.twimg.com/profile_images/859243031978967040/ogZr8ahL_normal.jpg,69462.0,311492.0,109.0,79441.0
332488663,"MAESTRO-GRADUADO NO ENSINO DA ARTE NA DIVERSIDADE- 
FORA ESQUERDOPATAS",pt,,http://pbs.twimg.com/profile_images/897504026354384896/E8Lmqx4b_normal.jpg,587.0,5033.0,1286.0,158.0
1873654801,"'Conta não oficial' ou seja, não sou o Boris real, doa a quem doer! Sigo todos que queiram seguir-me. Isto é uma vergonha! #MGWV #SDV @CLUBEFOLLOWBACK  #MAJIX",pt,,http://pbs.twimg.com/profile_images/789523272023048192/CHGB2sWH_normal.jpg,41022.0,18475.0,27395.0,40583.0
34535887,"CEO da minha vida, livre e independente, mais que uma filosofia de vida, uma escolha!",pt," ÜT: -19.935642,-43.9756",http://pbs.twimg.com/profile_images/631111221673099264/XMO3CMCP_normal.jpg,992.0,9326.0,6.0,289.0
1920895292,,pt,,http://pbs.twimg.com/profile_images/830491594566537218/4uHIh4F2_normal.jpg,2153.0,46235.0,57180.0,1508.0
2620091569,🚤,pt,Areia Branca,http://pbs.twimg.com/profile_images/886638926768873475/9IsHhKCt_normal.jpg,289.0,741.0,1222.0,53.0
56138291,"Consultor SAP MM, bacharel em computação pela UFPR, atleticano, cinéfilo e viciado em rock'n'roll.",pt,Curitiba - PR,http://pbs.twimg.com/profile_images/685414308084379648/xghGRpZg_normal.jpg,398.0,13229.0,497.0,278.0
789849696013520899,Difícil escrever uma frase legal,pt,"Joinville, Brasil",http://pbs.twimg.com/profile_images/814961098713661441/qb2DU7My_normal.jpg,239.0,1205.0,6009.0,118.0
118545488,Brasileiro preocupado com a inversão de valores que se processa em nosso país desde 2003 e deseja o resgate da dignidade perdida dos brasileiros.,en,Brazil,http://pbs.twimg.com/profile_images/810090506051059712/CAwmPBzP_normal.jpg,969.0,121842.0,28529.0,4385.0
535232941,,pt,,http://pbs.twimg.com/profile_images/836365347913678850/hKc7iXkq_normal.jpg,12643.0,91972.0,299313.0,16084.0
882389386406625285,REAJA Brasil 🌱 Amazônia  é do Brasil e sempre será 🌱 ⚘LULÁLÁ ⚘,pt,"Santos, Brasil",http://pbs.twimg.com/profile_images/906778168476028928/jytvfN3u_normal.jpg,334.0,5418.0,4193.0,179.0
220840721,"O mundo é um livro aberto, basta escolher o caminho certo e seguir aprendendo!",pt,,http://pbs.twimg.com/profile_images/908903097078091776/wYaXT3oT_normal.jpg,1886.0,50272.0,64220.0,6801.0
1198833734,"Contadora,Administradora e Mãe do João Paulo",pt,Iguape-SP ,http://pbs.twimg.com/profile_images/905262634387296257/f1-2lP-S_normal.jpg,2925.0,59204.0,64608.0,2524.0
90468474,,pt,,http://pbs.twimg.com/profile_images/827095787003899904/HSXHyEWW_normal.jpg,858.0,170766.0,88144.0,1404.0
