Original Lines,OPINIONLEXICON,SENTISTRENGTH,SOCAL,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER,UMIGON
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: urgente  #euconfioemzedirceu stf afasta a̩cio do mandato e determina recolhimento domiciliar https://tc��_';;,Negative,Neutral,Neutral,Positive,Negative,Positive,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: #tchauquerido ap�_s destruir o brasil com o golpe @aecioneves perde mandato de senador por corrup̤̣o   https://��_';;,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'odebrecht tenta transformar doa̵̤es l�_citas ao il em crime #euconfioemzedirceu   https://tco/5a0s3ed8er';;,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @dilmaresiste: odebrecht tenta transformar doa̵̤es l�_citas ao il em crime #euconfioemzedirceu   https://tco/5a��_';;,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: #aovivo @deputadofederal paulo pimenta e @wadih_damous com as not�_cias do dia  #euconfioemzedirceu https:/��_';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
' https://tco/cdly8fqyoc';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: urgente  #euconfioemzedirceu stf afasta a̩cio do mandato e determina recolhimento domiciliar https://tc��_';;,Negative,Neutral,Neutral,Positive,Neutral,Positive,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: odebrecht tenta transformar doa̵̤es l�_citas ao il em crime #euconfioemzedirceu   https://tco/5a��_';;,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @deputadofederal: lula agrade os presentes e o carinho em 21 dias de caravana pelo nordeste  https://tco/uaqtpnadrk';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Negative
'rt @dilmaresiste: eeee enfim a̩cio ̩ o 1� nos trending topics _���  #euconfioemzedirceu';;,Neutral,Positive,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: urgente  #euconfioemzedirceu stf afasta a̩cio do mandato e determina recolhimento domiciliar https://tc��_';;,Negative,Neutral,Neutral,Positive,Negative,Positive,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: eeee enfim a̩cio ̩ o 1� nos trending topics _���  #euconfioemzedirceu';;,Neutral,Positive,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
'rt @dilmaresiste: urgente  #euconfioemzedirceu stf afasta a̩cio do mandato e determina recolhimento domiciliar https://tc��_';;,Negative,Neutral,Neutral,Positive,Negative,Positive,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: urgente  #euconfioemzedirceu stf afasta a̩cio do mandato e determina recolhimento domiciliar https://tc��_';;,Negative,Neutral,Neutral,Positive,Negative,Positive,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: ���do inferno dos pobres ̩ feito o percurso dos ricos�۝ (victor hugo) #euconfioemzedirceu   https:��_';;,Negative,Negative,Negative,Negative,Negative,Positive,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative
'rt @deputadofederal: lula agrade os presentes e o carinho em 21 dias de caravana pelo nordeste  https://tco/uaqtpnadrk';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Negative
'rt @dilmaresiste: #tchauquerido ap�_s destruir o brasil com o golpe @aecioneves perde mandato de senador por corrup̤̣o   https://��_';;,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative
'rt @dilmaresiste: odebrecht tenta transformar doa̵̤es l�_citas ao il em crime #euconfioemzedirceu   https://tco/5a��_';;,Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @dilmaresiste: ���do inferno dos pobres ̩ feito o percurso dos ricos�۝ (victor hugo) #euconfioemzedirceu   https:��_';;,Negative,Negative,Negative,Negative,Negative,Positive,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Negative
"'com recibos, lava jato tenta transformar doa̵̤es legais ao instituto lula em crime #euconfioemzedirceu  https://tco/xu9vl82g1c';;",Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: qual dos acontecimentos tem maior probabilidade de ocorrer depois de votar d̻ #rt  #euconfioemzedirceu';;,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @arimateiamacedo: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/ma��_';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @arimateiamacedo: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/ma��_';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @arimateiamacedo: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/ma��_';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @lulapelobrasil: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/yg5t��_';;,Positive,Positive,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
"'rt @dilmaresiste: com recibos, lava jato tenta transformar doa̵̤es legais ao instituto lula em crime #euconfioemzedirceu  http��_';;",Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @arimateiamacedo: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/ma��_';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @arimateiamacedo: lula agradece os presentes e o carinho recebido em 21 dias de caravana pelo nordeste  https://tco/ma��_';;,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @deputadofederal: lula vem a�_   #lulaporminasgerais   #felizaniversariolula https://tco/j9tbpjryfz';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"'corta, corta e o rombo s�_ cresce #temerinaceitavel  a capa do site do valor, a�_ em cima, ṇo podia https://tco/aogxgeqpcn';;",Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Negative,Positive,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'lula carrega o sonho e a esperan̤a de milh̵es de brasileir@s  #felizaniversariolula   #lulaporminasgerais https://tco/vkwzl8mscf';;,Neutral,Positive,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Negative,Positive,Positive
"'rt @dilmaresiste: corta, corta e o rombo s�_ cresce #temerinaceitavel  a capa do site do valor, a�_ em cima, ṇo podia http��_';;",Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
"'rt @dilmaresiste: corta, corta e o rombo s�_ cresce #temerinaceitavel  a capa do site do valor, a�_ em cima, ṇo podia http��_';;",Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
' https://tco/x43audvjc2';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @deputadofederal: lula carrega o sonho e a esperan̤a de milh̵es de brasileir@s  #felizaniversariolula ��_ ';;,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive
'rt @humbertocostapt: entrevista em montes claros �� r��dio itatiaia  #lulaporminasgerais https://tco/ea1hqymzfy';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Positive,Neutral,Neutral
'#luladay #lulaporminasgerais  #felizaniversariolula https://tco/0bxqpjur5y';;,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @deputadofederal: lula carrega o sonho e a esperan̤a de milh̵es de brasileir@s  #felizaniversariolula ��_ ';;,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive
"'rt @dilmaresiste: corta, corta e o rombo s�_ cresce #temerinaceitavel  a capa do site do valor, a�_ em cima, ṇo podia http��_';;",Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @deputadofederal: lula carrega o sonho e a esperan̤a de milh̵es de brasileir@s  #felizaniversariolula ��_ ';;,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive
"'rt @ptnosenado: #lulaporminasgerais|trafegue,virtualmente,com o ex-presidente lula por mais um roteiro da caravana  _��� https:��_';;",Neutral,Neutral,Neutral,Positive,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @deputadofederal: lula carrega o sonho e a esperan̤a de milh̵es de brasileir@s  #felizaniversariolula ��_ ';;,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive
'rt @deputadofederal: lula carrega o sonho e a esperan̤a de milh̵es de brasileir@s  #felizaniversariolula ��_ ';;,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive
"'rt @dilmaresiste: corta, corta e o rombo s�_ cresce #temerinaceitavel  a capa do site do valor, a�_ em cima, ṇo podia http��_';;",Neutral,Positive,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
