Original Lines,OPINIONLEXICON,SENTISTRENGTH,SOCAL,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER,UMIGON
"""'aécio solto, 3bi pra democracia de jucá e continuam as aproximações sucessivas #republicafalida #foracorruptos  #aecionacadeia'""",Neutral,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Negative,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @oliveira27m: que seja preso logo  https://tco/cekvfby1uh',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'rt @marimpnetto: alô juiz moro, prende o zé canalha logo ou ele vai cumprir a aposentadoria em cuba, kkk , dirceu,temer… '""",Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Neutral,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @arcofi: lula caiu na vida para entrar na história universal da infâmia https://tco/v2h0ynidhm via @veja #lulanuncamais ',Negative,Neutral,Positive,Positive,Positive,Positive,Neutral,Negative,Neutral,Negative,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Negative
"""'rt @marimpnetto: alô juiz moro, prende o zé canalha logo ou ele vai cumprir a aposentadoria em cuba, kkk  https://tco/de1f5j2…'""",Negative,Negative,Negative,Neutral,Negative,Positive,Positive,Negative,Positive,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
' áudio inédito  @gabrlelplnhelro @gui_iah @roxmo @bminasi https://tco/euaackqvhn',Neutral,Neutral,Negative,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @ezequiasns:  https://tco/3cp6sruriu',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'em pedido de desfiliação do pt, palocci diz que lula confessará seus crimes “cedo ou tarde”  https://tco/wonvuwza30'""",Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @mary_greicy: lula condenado dirceu condenadosó falta agora cadeia para os dois  #dirceunacadeia https://t…',Neutral,Negative,Neutral,Neutral,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Negative
'seita seita seita  https://tco/5955cy84md',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'@lulapelobrasil estamos fazendo isso #boramoro  #lavajato',Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
'lula apresenta recibos com datas inexistentes para provar aluguel de apartamento   https://tco/zit9wyfmao https://tco/zqavydudfd',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@renovamidia #aécionacadeia ao lado de ',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'rt @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'""",Negative,Neutral,Neutral,Positive,Neutral,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'hahahaha esse brasil  https://tco/8752gxz1i0',Neutral,Positive,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
"""'o lula entregando comprovantes com datas erradas, deve ser culpa da marisa, afinal ela q mexia com isso só no brasil msmo '""",Negative,Negative,Neutral,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Neutral
'isso a mídia não mostra né #veja #globonews  #bolsonaropresidente2018 https://tco/lqz6slhxnx',Positive,Neutral,Positive,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Negative,Neutral,Neutral
'@paulacamara_  https://tco/hoxeuvl3hd',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'rt @paulacamara_: em pedido de desfiliação do pt, palocci diz que lula confessará seus crimes “cedo ou tarde”  https://tco/wo…'""",Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'https://tco/pnrb4el3xk #riplula ',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
'lava jato é golpixta  mimimi coletivo advogadxs pela democracia  #lulapresidiario2018 https://tco/ibc0qvwtfh',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @ezequiasns:  https://tco/q5ukdx17sm',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @ritaoli36702816: só não é burro pra saquear o país e enganar os seus eleitores  @ptbrasil @lulapelobrasil… ',Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative
'@ricamconsult esse corrupto não vale o que faz na privada ',Positive,Negative,Neutral,Negative,Negative,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @arcofi: lula caiu na vida para entrar na história universal da infâmia https://tco/v2h0ynidhm via @veja #lulanuncamais ',Negative,Neutral,Positive,Positive,Positive,Positive,Neutral,Negative,Neutral,Negative,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Negative
'@reinaldogusmao @uol babaca corrupto ',Negative,Negative,Neutral,Negative,Negative,Positive,Negative,Neutral,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Negative
'maravilha sem bandido de estimação  https://tco/ubaxbo3b8s',Neutral,Negative,Positive,Positive,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'@estadao ',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'nasce um novo bordão: mais falso que recibo de lula ',Negative,Negative,Positive,Neutral,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative
"""'temos que, definitivamente, extirpar essas pragas da sociedade brasileira #foracorruptos   #forapmdb https://tco/auy08abn1a'""",Neutral,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @rosangela_bolze: parabéns @trf4_oficial  #dirceunacadeia 30 anos e 9 meses ?? basta de apelações  cumpra-se  em breve … ',Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive
'o seu madruga também já tinha tentado pagar o aluguel pro senhor barriga num dia inexistente #lula ',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Positive,Positive,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'rt @paulacamara_: lula apresenta recibos com datas inexistentes para provar aluguel de apartamento  … ',Neutral,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Positive,Positive,Neutral,Neutral
'rt @paulacamara_: lula apresenta recibos com datas inexistentes para provar aluguel de apartamento  … ',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Positive,Positive,Neutral,Neutral
"""'rt @paulacamara_: em pedido de desfiliação do pt, palocci diz que lula confessará seus crimes “cedo ou tarde”  https://tco/wo…'""",Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'@ericamaral10 @apare_aparecida da vergonha até do amadorismo dos cara  ',Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Negative,Negative,Positive,Negative,Neutral,Neutral,Negative,Negative,Neutral,Negative
'rt @rosangela_bolze: parabéns @trf4_oficial  #dirceunacadeia 30 anos e 9 meses ?? basta de apelações  cumpra-se  em breve … ',Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive
"""'boatos que lula pensa em processar o centro espírita onde marisa baixa, por falsificação de recibos '""",Neutral,Negative,Neutral,Neutral,Negative,Positive,Neutral,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
"""'@movavantebrasil ok, ok, mas é o chefe da bandalheira @stf_oficial continua por aí dia e noite falando asneira '""",Negative,Neutral,Neutral,Neutral,Negative,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral
"""'rt @ioneatuante4: eueueu, o  dirceu se f vai aguardar o amigo   https://tco/vj2l6oxyst'""",Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral
"""'rt @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'""",Negative,Neutral,Neutral,Positive,Neutral,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'@fgamaperes @congemfoco @blogdonoblat blz, entao eu topo #foratemer ja a economia vai andar do mesmo jeito  vamos subir as 2 hashtag'""",Positive,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Positive,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@fgamaperes @congemfoco @blogdonoblat ta valendo #foratemer o brasil nao precisa de vc ',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'ai lula +1 coleguinha perseguido    https://tco/5dm0u06hne',Neutral,Neutral,Positive,Positive,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'rt @blogdotato67: farah jorge farah se mata, após ter prisão decretada aí  fica a dica'""",Negative,Negative,Neutral,Neutral,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Positive,Negative,Neutral
'maravilhoso   #dirceunacadeia https://tco/wlsmufobim',Neutral,Positive,Positive,Neutral,Positive,Neutral,Neutral,Positive,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Positive
'rt @blogdotato67: #eleições em quem você votará para presidente em 2018   estará fora da disputa',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Negative,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'lula honesto só em 31 de novembro ',Positive,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Positive,Positive,Negative,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"""'rt @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'""",Negative,Neutral,Neutral,Positive,Neutral,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'pilantrel e suas pilantragens formado em economia, o governador atrasa salários  #forapimentel   https://tco/d2i8sx2hyf'""",Negative,Neutral,Neutral,Negative,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral
'@blogdojefferson o pt vive de erros e jamais irá reconhecê-los  ',Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative
'@radiobandnewsfm boa ',Positive,Positive,Neutral,Positive,Positive,Positive,Positive,Neutral,Positive,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Positive
'@blogdojefferson @aruthcao chora ptzada nojenta   #dirceunacadeia',Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative
'@franklinmuniz @tah_viapiana traidor fascista golpistas não passarão ???????? assistindo de camarote esse partido se partir até des',Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @arcofi:  palocci pede desfiliação do pt sem rancores e reafirma acusações a lula https://tco/bav6fmnljj via @uolnoticia…',Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'mudei as datas de vencimento da net, sky e eletrobras tudo p/ 31 de fevereiro   https://tco/ln8gkrvty0'""",Neutral,Neutral,Neutral,Positive,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#lavajato  https://tco/jdn3v6sr4n',Neutral,Neutral,Neutral,Positive,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
'@vemprarua_br avante palocci conte tudo   #dirceunacadeia',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'deveria estar preso com seus amigos #aecionacadeia #dirceunacadeia  https://tco/wtu6inev5w',Negative,Positive,Positive,Neutral,Positive,Positive,Positive,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
"""'rt @paulacamara_: em pedido de desfiliação do pt, palocci diz que lula confessará seus crimes “cedo ou tarde”  https://tco/wo…'""",Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @jeffemano: @blogdojefferson o pt vive de erros e jamais irá reconhecê-los  ',Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'do ex companheiro: até quando vamos fingir acreditar na autoproclamação do homem mais honesto do país ',Positive,Neutral,Negative,Positive,Positive,Positive,Negative,Neutral,Positive,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Positive
' https://tco/itwxhtiya1',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'o recibo analfabeto   https://tco/etgayti9se',Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @izidiooliver: o recibo analfabeto   https://tco/etgayti9se',Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'‘até quando vamos acreditar no “homem mais honesto do país”’ https://tco/f3uzob5cdd via @veja faz tempo que não acreditamos ',Positive,Neutral,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
'palocci sobre propina: ‘dilma e gabrielli vão confirmar’ https://tco/yyvcloclzl via @veja   #fimdopt    ',Neutral,Negative,Neutral,Neutral,Positive,Positive,Positive,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @blogdotato67: na papuda                                                  #tocommoro https://tco/m2uzae2yla',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'rt @sandrarcreyes: lula apresentou recibo de aluguel c/ data inexistente, ou seja falso prendam logo esse sapo barbudo   htt…'""",Negative,Neutral,Neutral,Positive,Neutral,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @paulacamara_: lula sofre nova derrota no tribunal regional federal    https://tco/lmxrahnjdt',Positive,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'lula sofre nova derrota no tribunal regional federal https://tco/pvg2zvz5e5 via @veja     os desembargadores hão de condená-lo',Positive,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @deadabarra: lula sofre nova derrota no tribunal regional federal https://tco/pvg2zvz5e5 via @veja     os desembargadores…',Positive,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'@luizmello1 @momentsbrasil @gnatalini estamos de dedos cruzados ',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
'rt @mary_greicy: lula condenado dirceu condenadosó falta agora cadeia para os dois  #dirceunacadeia https://t…',Neutral,Negative,Neutral,Neutral,Negative,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Negative
'não temos bandido de estimação #aecionacadeia  https://tco/pr9tatseki',Neutral,Negative,Negative,Positive,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'#uol #folha #palocci #lula #dilma   #jcpolitica #jc #corrupção #brasil #veja #g1 #globo #economia https://tco/mlx9bohwtv',Neutral,Negative,Neutral,Neutral,Negative,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
