Original Lines,OPINIONLEXICON,SENTISTRENGTH,SOCAL,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER,UMIGON
"""'@o_antagonista ladrão que rouba ladrão, tem 100 anos de perdão espero que o luladrão não use esta tática '""",Negative,Neutral,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
"""'@vergonha0alheia @edu215br @blogdojefferson @enquette_ @edu215br tem razão, num país sério um condenado não estaria solto tripudiando os '",Neutral,Negative,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral
'rt @rosangela_bolze: alô @gleisi @ptbrasil   lula não vence nem pra cafetão do seu bordel  brasil exige @trf4_oficial… ',Positive,Neutral,Negative,Positive,Neutral,Positive,Positive,Negative,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'preciso dizer mais alguma coisa  https://tco/t4zbmmlzew',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative
'@ptbrasil  saporra tá demorando',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'e o molusco apedeuta sabe lá o que a palavra excrescência significa     https://tco/bilxr6yary',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
'rt @thiagomarinelli: e lula jogando a culpa em dona marisa de novo toma vergonha  #tocommoro #lula #semvergonha',Negative,Negative,Negative,Neutral,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative
'rt @pastorliomar: e o molusco apedeuta sabe lá o que a palavra excrescência significa     https://tco/bilxr6yary',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'https://tco/7bzcxnvhw7 #lulacondenado #10medidas #foramaia #bastadecoroneis  #lulaemcana #fbipeguemolula #brahmanacadeia',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'@bebetemedeiros @planejamentobr ahh tá, põe salário mínimo de r$1000,00 e os chefes da quadrilha mamando milhões dos cofres públicos #f'",Neutral,Neutral,Negative,Neutral,Neutral,Positive,Negative,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Negative
'#seomundoacabaramanhaeu nao vou mais implorar que o lula seja preso a justiça divina é  mais power que a do homem ???? ',Positive,Positive,Neutral,Positive,Negative,Positive,Negative,Positive,Positive,Negative,Negative,Neutral,Neutral,Neutral,Positive,Negative,Positive,Neutral
"""'aí você entra no #twitter, e percebe este tipo de aberração na timeline   https://tco/kkqmqkiuyl'""",Neutral,Neutral,Negative,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@trf4_oficial   pelo brasil muito obrigado     https://tco/z2ilumgshc',Positive,Positive,Positive,Neutral,Positive,Positive,Positive,Neutral,Positive,Neutral,Positive,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Positive
"""'rt @hjalencar: @jornaloglobo viche se entregou porque quem faz negociata pra mim, é mala rsrsrsrsr #comédia  #tchaupt'""",Neutral,Neutral,Neutral,Positive,Negative,Positive,Positive,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'fdp  https://tco/dgn8v3vxdj',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'trf nega pedido de okamotto para anular condenação de lula https://tco/bwvwf3lpbq via @veja ',Negative,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral
'rt @vaporbarato34: fdp  https://tco/dgn8v3vxdj',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@trf4_oficial mas já passou a hora de mandar lula pra cadeia ',Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @vaporbarato34: fdp  https://tco/dgn8v3vxdj',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'@lulapelobrasil olha o milionário, o exemplo do pobre que venceu na vida nos padrões brasileiros, roubando é claro falou o exemplo de pess'",Positive,Negative,Neutral,Positive,Neutral,Positive,Negative,Negative,Positive,Neutral,Negative,Negative,Neutral,Neutral,Positive,Negative,Neutral,Neutral
'tribunal federal nega novo pedido de suspeição de moro feito pela defesa de lula  https://tco/bydais55s2',Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Neutral
'rt @bhuoriescaussoy: tribunal federal nega novo pedido de suspeição de moro feito pela defesa de lula  https://tco/bydais55s2',Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Neutral
'pode isto a justiça deste país é uma vergonha notícia extraída do jornal diário gaúcho 22/09/17   https://tco/wuv9hbrohl',Negative,Negative,Negative,Positive,Positive,Positive,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Negative
'rt @ezequiasns:  https://tco/pafcyuzelx',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @revoltadoonline: ?? ???? #revoltadosonline no front ?? ?? #compartilhe usem a hashtag  juntos somos mais fortes e com deus h…',Positive,Negative,Positive,Positive,Neutral,Positive,Positive,Negative,Positive,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
