Original Lines,OPINIONLEXICON,SENTISTRENGTH,SOCAL,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER,UMIGON
'#gotrump  #foratemer https://tco/sbp8t3ybvl',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/95ocfrnkzf',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/7jjzpvwkep',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/hon9npmvyj',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/rgeedpprdk',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@o_antagonista incrivel seria ate preocupante se nossas nobres e carissimas instituições não funcionassem tão bem  profissionalizem a porr',Positive,Negative,Neutral,Neutral,Negative,Positive,Negative,Positive,Negative,Positive,Negative,Neutral,Neutral,Neutral,Positive,Negative,Neutral,Negative
'rt @deadabarra: via @estadao: odebrecht entrega recibos de doação de r$ 4 mi ao instituto lula -  https://tco/bsvhoypmtv    …',Neutral,Neutral,Positive,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/rkiiefqwhs',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/9dfhjvwezs',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/obkzf8goeg',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'#gotrump  #foratemer #bolsonaro2018 https://tco/azptw3qhlr',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'@alefrotabrasil @jose_neumanne concordo e,  além do mais, devemos respeitar a fila amigos ??????   #dilmanacadeia #gleisinacadeia leve'",Positive,Positive,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
'mais prova contra lula já pode vela para prisão  #intervencaomilitar https://tco/uzkruhkita',Negative,Negative,Neutral,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Neutral
'#foratodos   https://tco/crsytxyq7q',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @bhuoriescaussoy: odebrecht entrega recibos de doação de r$ 4 mi ao instituto lula  https://tco/03esqemgm2',Neutral,Neutral,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @osvladpereira: ricardo noblat do globo pede a prisão do general mourão: este general merece ser preso  … ',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Negative,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Negative,Neutral
'@rosevplb essa é a senzala dele né ',Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Neutral
"""'rt @marizmarcella: @alefrotabrasil @jose_neumanne concordo e,  além do mais, devemos respeitar a fila amigos ?????? … '""",Positive,Positive,Neutral,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Neutral,Neutral,Positive,Positive,Positive,Neutral
"""'@estadao @jpacheco_adv recibo da petrobras, bndes, caixa, fundos de pensão, previdência tem também '""",Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'agora inês é morta  tiveram seu tempo   https://tco/u5pi8cmhep',Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative
"""'@blogdojefferson lula em 2018 será preso alguém tem que situar a gleisi está muito desinformada, coitada o brasil que queremos é com '""",Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Neutral
'@br100ptralhas @aruthcao exatamente o que eu falei papel sulfite novo e veremos a análise das assinaturas  eles só se enterram ',Neutral,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Neutral
"""'rt @bhuoriescaussoy: nos bastidores, pt e esquerda se preparam para lula fora de 2018 a nação brasileira agradece  https://t…'""",Neutral,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @jaimenc: 2011: lula descansa em seu sítio em atibaia com visita de dilma  mentira tem perna curta  https://tco/774nyhp8…',Negative,Neutral,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral
"""'rt @julietapedrosa: @jornaloglobo psicografadas??como essa criatura nojenta é vil e covarde, além de tudo canalha mil vezes '""",Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'outro safado vagabundoquero ele e o  https://tco/6ictaflkju',Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative
'@blogdojefferson @nunesrico no novo ???? que queremos  é   #lula  tá acabado querer não é poder kkk honestão #sqn',Neutral,Neutral,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'@santomiguel vai sair na sentença do ',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'@iodelson  ????????',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
' https://tco/3sallckfzm',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'agora vai  https://tco/lfbrlktuuf',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@o_antagonista o pago em 5/8/14 é rf a 31/junho/14 fraude malfeita a pobre secretaria não merece a culpa e sim o adivogadis q revisou  ',Negative,Negative,Neutral,Negative,Neutral,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Negative
"""'@vianadepinho @apblamounier @o_antagonista isso nao é documento, é desperdício de papel e tinta para a impressora '""",Negative,Negative,Negative,Negative,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt inteligente e burro tem medo da cadeia a certeza da impunidade incentiva o crime  ',Positive,Negative,Neutral,Negative,Positive,Positive,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,Negative,Positive,Negative,Positive,Positive
'@beruta  #luladrao https://tco/jbk4nvtihj',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@jornaloglobo @oglobo_cultura #foratodos  limpeza geral nos três poderes já https://tco/x9wxw61gxa',Neutral,Neutral,Positive,Neutral,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@vanessasenadora vamos incluir tb os partidos políticos?? @ptnosenado  https://tco/sdjt23i90z',Neutral,Neutral,Negative,Neutral,Positive,Positive,Positive,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'@gleisi e agora, nada  de que adianta recibos falsificados  bem tosco esse zanin, hein  recibo assinado em um domingo   https://tco/ymjg8m1oq'",Positive,Negative,Neutral,Positive,Positive,Positive,Negative,Negative,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative
"""'@dombrunob @carlosbolsonaro  e #bolsomito2018 aceita ai acéfalo sustentado pelo papai, vagabundo da une e mst'""",Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Neutral
'@bobjackk @rubinhoarte @rodrigojfmg1981 @thiagofc3079 @pgiolli @ioneatuante4 @arisirius @osantipira @dihernandes2 @maulroou @sandracantii @isa',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @spd_33: ??apresento aqui a grande verdade‼️ #foraesquerda   https://tco/mpstxkkv7z',Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
'rt @spd_33: ??apresento aqui a grande verdade‼️ #foraesquerda   https://tco/mpstxkkv7z',Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Neutral,Neutral,Positive,Positive,Positive,Positive
"""'@deputadofederal só um idiota burro que acredita nesse cachaceiro, ladrão, mentirosoo povo acordou '""",Negative,Negative,Negative,Negative,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Positive,Positive,Negative,Neutral
"""'além de vagabundoburro aliás,ele e seus advogados que não repararam o erro grotesco  https://tco/cz2hwokf69'""",Negative,Negative,Negative,Neutral,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'odebrecht entrega recibos de 4milhoes doados para instituto lula 2013 2014,mais provas aparecendo  https://tco/s4rk7sj7np'""",Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'creio que a idade dos recibos será investigada pela perícia  https://tco/denfcabl5u',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'mas não existe nem o dia hahahah o cúmulo da pilantragem dessa turma do lula  o quanto antes hahah #lula2018 #lulanuncamais https://tco/mc84',Negative,Negative,Negative,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Negative,Negative,Negative
"""'@mariana_godoy @lulapelobrasil não  lugar de bandido é na cadeia, não dando entrevista'""",Negative,Negative,Neutral,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral
'rt @prmaduro: creio que a idade dos recibos será investigada pela perícia  https://tco/denfcabl5u',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Negative,Positive,Neutral,Neutral
"""'@bobjackk @rubinhoarte @rodrigojfmg1981 @thiagofc3079 @pgiolli @ioneatuante4 @arisirius @osantipira @dihernandes2 @maulroou @sandracantii @is'",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'@em_com tem um recibo de 31/06/2014 procure em qualquer calendário o dia 31 de junho além de suspeitos, são grosseiros '""",Negative,Negative,Negative,Negative,Positive,Positive,Positive,Neutral,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Negative,Neutral
"""'@portaljovempan já temos bandidos demais aqui no brasil, manda o deles pra lá '""",Negative,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral
'31 de junho e 31 de novembro por um acaso foi o tomás turbando que apresentou os recibos de aluguel do @lulapelobrasil ',Neutral,Neutral,Neutral,Positive,Neutral,Positive,Negative,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Neutral
'que porra de recibo é esse kkkkkkkkk  https://tco/ktqdjdxmj7',Negative,Neutral,Negative,Neutral,Negative,Neutral,Negative,Neutral,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral
"""'@neusamandrade aqui escolhem até um bandido, mesmo sendo condenado país sem cultura e valores dá nissomas fé que vamos melhorar '""",Positive,Neutral,Positive,Positive,Neutral,Positive,Negative,Negative,Positive,Neutral,Negative,Positive,Neutral,Neutral,Positive,Positive,Neutral,Neutral
"""'31 de junho,kkkk recibo/ documento fajuto até na data kkkk daqui a pouco aparece um com a data de 30 de fevereiro kkk  https://tco/fatcoot0e'",Negative,Neutral,Negative,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'@blogdojefferson ele vai construir com lego, na prisão, como passatempo '""",Neutral,Negative,Neutral,Negative,Positive,Positive,Positive,Neutral,Negative,Neutral,Negative,Positive,Neutral,Neutral,Negative,Negative,Negative,Neutral
' https://tco/uryxbwbr3l',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'chorando de rir  é só pra avisar: aquele devogado ardido dele é um jumento hahahahha ?????? https://tco/f922ulcb7u',Neutral,Negative,Positive,Neutral,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative
'overdose de patifaria esses caras  https://tco/pnhtt0e3ir',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
'rt @mulher_direita: chorando de rir  é só pra avisar: aquele devogado ardido dele é um jumento hahahahha ?????? https://tco/f…',Neutral,Negative,Positive,Neutral,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative
"""'o que esperar desses canalhas mentir, manipular é tudo o que sabem fazer, além de roubar é claro  https://tco/jzeqqhvtwl'""",Negative,Negative,Negative,Negative,Positive,Positive,Negative,Negative,Neutral,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral
'#naovaitergorpi #forçacumpanheiro  https://tco/wjfqq25tej',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'mais uma data fajuta que só existe para um tipo como o  ; 31 de novembro mudaram o calendário kkk https://tco/kustdskgsr',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'eu estou lhe avisando @lulapelobrasil esse seu adevogado(sic) é muito fraquinho tomou teu $ todo, né eu te avisei  https://tco/hnwbybggrp'""",Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Positive,Negative,Neutral
'rt @joaobanatal: mais uma data fajuta que só existe para um tipo como o  ; 31 de novembro mudaram o calendário kkk https:…',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'@lulapelobrasil apresentou os extratos bancários os seus e do locador não assim vc quer ser condenado q advogado é esse q vc arrumou ',Negative,Negative,Neutral,Neutral,Negative,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @maryfaribeiro:  https://tco/uryxbwbr3l',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @joaobanatal: mais uma data fajuta que só existe para um tipo como o  ; 31 de novembro mudaram o calendário kkk https:…',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'@catharinah16 maravilha ',Positive,Neutral,Neutral,Positive,Positive,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Positive,Neutral,Neutral
"""'@o_antagonista tem que prender o adê-vogado engomadinho de merda e os lullos que cagaram na retranca fodeu, maccaco '""",Negative,Negative,Negative,Neutral,Negative,Positive,Negative,Negative,Negative,Neutral,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Neutral
'@twittermktgbr ',Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'@twittermktgbr o mais usado é, '""",Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
'parece que não se preocuparam com esse detalhe na hora da falsificação  https://tco/pi5yjwpcb0',Negative,Neutral,Neutral,Positive,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"""'@paulox36 @carlosbolsonaro @exercitooficial @gen_villasboas @lulapelobrasil e @jaqueswagner vcs acham mesmo q vão nos atropelar se preparem '",Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @prmaduro: creio que a idade dos recibos será investigada pela perícia  https://tco/denfcabl5u',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Negative,Positive,Neutral,Neutral
'@paulox36 @rosangela_bolze é muito amadorismo @lulapelobrasil q advogado é esse q vc arrumou o engomadinho vai te colocar na tranca  #zedirc',Neutral,Negative,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
"""'@deppaulopimenta e @deputadomarun merecem mais do q ñ serem votados, ah se merecem  #zedirceunacadeia #gleisinacadeia https://tco/rtfzuj5oxy'",Neutral,Neutral,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @gilmargdss: #lulareu mais uma vez na operação #zelotes veja no link abixo https://tco/w30fyx9d5u   #lavajato #lula…',Neutral,Neutral,Neutral,Positive,Neutral,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @gilmargdss: veja a discussão do #lula com juiz #sérgiomoro no link https://tco/pzea98knpg #lulapreso   $bolsomito #bolsonaro #b…',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @gilmargdss: veja no link abaixo o depoimento de palocci ao juiz sérgio moro  https://tco/7uarnsgpzf #lavajato #lavajato  #lulan…',Neutral,Neutral,Neutral,Positive,Neutral,Positive,Positive,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
"""'rt @gilmargdss: janot denuncia lula, dilma, gleisi,palocci, edinho, mantega, paulo bernardo e vaccari https://tco/90tolnuqwi    #fo…'""",Neutral,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'@brasil247 @sos_rio ',Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
"""'rt @jusindignatus: 51 milhões, 51 será algum código #r$51  #geddel'""",Neutral,Neutral,Neutral,Neutral,Positive,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'@kennedyalencar @kennedyalencar você não tem vergonha nessa cara feia de ser tão encantado pelo encantador de burros deixa de ser jumento ',Positive,Negative,Neutral,Negative,Positive,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Negative,Negative,Negative,Negative
"""'@kennedyalencar pq você insiste em dizer: se lula for candidato em 2018 poha, deixa de ser babaca em 2018 será: '""",Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Positive,Neutral,Neutral,Negative,Negative,Neutral,Neutral
'de jeito nenhum réu em 7 processos não obrigado  #foralulla #foratodos https://tco/jnicqkpwr2',Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Positive,Neutral,Negative,Neutral,Neutral,Neutral,Positive,Positive,Neutral,Positive
'rt @deadabarra: via @estadao: odebrecht entrega recibos de doação de r$ 4 mi ao instituto lula -  https://tco/bsvhoypmtv    …',Neutral,Neutral,Positive,Neutral,Positive,Positive,Positive,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'sério que o lula apresentou esses recibos como provas judiciais com datas inexistentes quero ver explicar isso pro juiz  já https://tco/hghp',Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Positive,Positive,Negative,Positive,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
